label,article
1,"APAT ang kategorya sa pagsukat ng “fragile states” (dating “failed”): (1) Pagkakaisa - mayroon ba o walang coup de etat, rebelyon, terorismo, bombahan; paghahati-hati sa lahi, uri, tribo, relihiyon; hidwaan sa politika; (2) Ekonomiya - karalitaan, kawalan-trabaho, kamahalan­ ng bilihin, utang pambansa, kahinaan ng negosyo; oportu­nidad sa edukasyon at hanap-buhay; pagtrabaho abroad; (3) Pulitika - lehitimong gobyerno, pakiki-ugnay sa madla­, pananagutan ng pamunuan, korapsyon, pag-ipit sa oposis­yon; serbisyo publiko tulad ng tubig, kalusugan, edukasyon, transportasyon, kuryente, telecoms; kapayapaan, batas; (4) Panlipunan - pagkain para sa nakararami, malinis na inumin, ligtas sa sakit; bakwit dahil sa giyera o sakuna; seguridad ng bansa kontra manlulupig o nagpapa-utang. Lutas na ang moro cessation; meron nang Bangsamoro Autonomous Region. Nalipol na ang mga komunistang re­belde­, anang Armed Forces. Pero may teroristang Islamists pa rin. Malala ang karalitaan: 50% ay nagsasabing mahirap sila; 30%, na malapit na maghirap. Mahal ang bilihin. Lumolobo ang utang pambansa. Naghahari ang political dynasties: 75% ng representantes, 85% ng mga gobernador, 67% ng mayors. Sila-sila na lang. Malaki ang agwat sa kita, edukasyon, at oportunidad ng mayayaman at mahihirap. Maraming walang hanapbuhay. Walang Oposisyon na nagsasaad ng kabilang panig. Tahimik ang mga pinunong Simbahan. Nakabusal ang mainstream media. Ku’ng sumabog na parang bulkan, lagapak na bansa ang Pilipinas. *** Makinig sa Sapol, Sabado, 8-10 ng umaga, DWIZ (882-AM)."
1,"DALAWA ang utos sa Artikulo II, Pahayag ng mga Simulain at mga Patakaran ng Estado, Seksyon 26 ng Konstitusyon. Una, “seguruhin ang pantay na pag-uukol ng mga pagkaka­taon para sa lingkurang pambayan.” Ikalawa, “ipagbawal ang mga dinastyang pulitikal ayon sa maaaring ipakahulugan ng batas.” Tatlumpu’t pitong taon na ang Konstitusyon pero hindi pa rin nagsasabatas ang Kongreso kontra dynasties. Da­lawa sa bawat tatlong senador at representante kasi ay dynasts. Sila-silang magkakamag-anak na lang ang naghahari. Ninenegosyo ang pulitika. Ayaw bumitiw sa puwesto. Parang mga linta na sumisipsip ng dugo at lakas ng bansa. Dalawang batas ang dapat ipasa batay sa utos ng Kons­titusyon: l Reporma sa mga partidong pampulitika – palakasin ang mga partido. Obligahin sila magdaos ng taunang pulong ng kasapian. Obligahing maglahad ng plataporma ng gobyerno. Obligahing ituro ang plataporma sa bawat kasapi. Obligahing magkaroon ng mga lokal na sangay. Obli­gahin ang malinis na halalan ng pambansa at lokal na opis­yales. Obligahin ang mga kasapi pumili ng pambansa at lokal na kandidato sa halalan. l Tulungan magkapondo ang mga partido – palahukin ang mamamayan sa pagpondo sa nais nilang plataporma. Sa taunang bayaran ng income taxes, isingit ang tanong kung nais ng tax filer mag-ambag sa partido. Kung oo, isu­sulat niya ang pangalan ng partido. Isang halaga lang ang maari iambag ninuman: ehemplo, P200. Kung walang pi­niling partido, maari pa ring mag-ambag ng P200. Ikakalat ito ng Comelec sa maliliit. (Bukod ang ambag sa kandidatos.) Kapag hinihirang ng kasapian ang kandidatos, masasala ang political dynasts. Maglalaho na sila. Kapag may dagdag pondo ang mga partido, hindi na sila aasa sa mga oligarko at dynasts. Sisilbihan nila ang interes ng madla."
1,"It took quite a long time before the long arm of the law caught up with expelled Negros Oriental lawmaker Arnulfo Teves Jr. in Timor Leste. His arrest last week is further proof that if there's a will, the law can extend far and wide to enforce justice. This is not to say that Teves is already guilty of the charges against him. Under the Constitution, he is presumed innocent until proven otherwise. It simply means that a court of law has found enough evidence for the charges to proceed to trial. Given the very serious nature of the multiple murder charges, the accused is ordered to remain within the law’s physical reach --in other words, under detention. Meanwhile, Pastor Apollo C. Quiboloy, leader of the Philippine-based Kingdom of Jesus Christ church, remains free as of this writing. To be clear, no court has issued a warrant for his arrest, at least until such time as the courts, to which the Department of Justice has recommended filing charges of sexual abuse and qualified human trafficking, find probable cause for his arrest and detention. However, the Senate and House of Representatives have already issued arrest orders against Quiboloy. The order from the Senate stems from Quiboloy’s refusal to testify at the inquiry led by Senator Risa Hontiveros into alleged cases of human trafficking, child abuse, sexual abuse, and violence within Quiboloy’s church. Meanwhile, the House of Representatives issued an arrest warrant against Quiboloy following a contempt citation for his failure to attend any of the six hearings on alleged franchise violations by Sonshine Media Network International (SMNI). I mention the cases of Teves and Quiboloy to underline the evident double standards powerful people use in navigating the legal processes in our country. During the presidency of Quiboloy’s closest ally, former president Rodrigo Duterte, SMNI, the TV network associated with Quiboloy’s church, condemned various critics for allegedly skirting the rule of law and defying the Constitution in opposing the government. Similarly, Teves, during his time in Congress was known to be close to the policemen in the province. As a lawmaker, he had also sworn an oath to uphold the rule of law. Now that Quiboloy and Teves are facing legal scrutiny, all sorts of reasons have been put forward in an apparent attempt to gain sympathy and skirt the legal processes. Previously, they demonstrated faith in these processes, but now they seemingly have none. Again, we are not discussing the guilt or innocence of the parties involved at this point. We are simply focusing on the legal processes that should apply equally to all Filipinos, without exception. The bizarre twist in Quiboloy’s case is the kind of support he is receiving from respectable members of the political elite. Senator Cynthia Villar expressed her puzzlement (nagtataka) over all the allegations against Quiboloy, stating that he is a friend and has been good to her family. This, she said, makes her not really believe the allegations against him. Senator Robinhood Padilla defended Quiboloy, arguing against prejudging him as guilty in the committee inquiry. Their arguments make no sense because no one is seeking to outright condemn or prejudge Quiboloy at this moment. Both Teves and Quiboloy are merely being required to face the legal processes, whether before our legislative bodies or the courts. The justifications we are hearing from some powerful people defending Quiboloy reveal our country’s descent into brazen, transactional “quid pro quo” politics: “If you support me, I’ll support you”, regardless of the rule of law."
1,"Ang Sugbo maoy usa sa mga progresibong lugar sa nasud nga adunay seryosong kakulangon sa mass transportation. Hagbay ra kining maong problema ug mora'g walay kasulbaran nga atong nakita. Adunay kasamtangang giugmad nga Bus Rapid Transit sa dakbayan sa Sugbo. Apan daghan ang nagduha-duha kon sarang ba kini nga makasulbad sa kakulang sa mass transportation sa siyudad diin grabe na ang pagsaka sa populasyon. Bisan pa man niini, daghan ang nag-anticipate niining maong proyekto kay lagi at least makadugang kuno sa pangpublikong transportasyon sa dakbayan. Mao nang kusog nga miarangkada ang konstruksiyon niini karon. Apan puwerte nga nakarebenta ni Cebu City Mayor Michael Rama sa dihang dunay mga puwersa nga buot mopahunong sa BRT kay lagi nakaapekto ang maong proyekto sa pagka-heritage site sa Kapitolyo. Si Cebu Governor Gwendolyn Garcia miluwat og memorandum nga nagpahunong sa konstruksiyon sa BRT station atbang mismo sa Capitol building kay lagi makaapekto kini sa dagway sa Kapitolyo. Midason usab ang iyang pag-umangkon nga si Cebu City Vice Mayor Raymond Alvin Garcia kinsa mi-deliver og privilege speech sa Konseho sa dakbayan batok sa maong  BRT station nga, matud niya, usa ka 'photobomber' sa Kapitolyo. Gikasuko kini ni Rama, kinsa mibatikos sa gobernadora nga nanghilabot kuno sa affairs sa dakbayan. Iya usab nga gibirahan ang bise mayor nga iyang giingong mibukobuko kaniya tungod sa pagsupak sa maong proyekto. Karon, nameligro ang kamada sa implementasyon sa BRT sa siyudad. Dako na og agi ang maong proyekto apan kuyaw nga mapurnada kini ug mahimong biktima sa walay hinungdan nga pamulitika."
1,"Politics can impact business in a number of ways, and significantly at that. According to Harvard Business School professor Forest Reinhardt, the government has four basic functions: first, protecting citizens from external harm; second, protecting them from internal threats; third, protecting property rights; and third, creating means of resolving disputes. How governments fulfill these responsibilities significantly impacts business. Political leaders often make decisions that impact labor laws, education, transportation and taxes, which in turn, influence business. And while politics can benefit businesses by creating value, Reinhardt pointed out that it can also interfere with value creation. He noted that one of the primary challenges business organizations encounter is corruption. The ability to influence businesses can allow officials to take advantage of their power. And there are three primary forms of corruption in government, according to Reinhardt. These are: extortion where public officials use their power to obtain wealth through threats or force; theft which involves public officials appropriating government assets for personal gain; and capture, where firms pay government officials to influence political decision-making for profit. Reinhardt explained that the primary form of corruption that influences businesses is capture. There are instances, he said, where corrupt companies influence political decisions for their benefit, giving them a clear competitive advantage. He advised that in mergers or acquisitions, it is important to examine a company’s history for signs of corruption. If it is found that a business’s success couldn’t have been achieved without corruption, then it is a sign for the acquiring company to steer clear. Meanwhile, an article in The Economic Times emphasized that the business sector is heavily influenced by a plethora of variants of non-economic elements, with political influences being among the most important of them. It said that laws, rules, and policies are all crafted by governments, and they can have direct or indirect effects on enterprises. And the capacity of companies to function efficiently in a country can be negatively impacted by factors such as political instability and corruption. But businesses also have a powerful influence on politics. An article for the Network for Business Sustainability explained that businesses help determine government priorities, the content of laws and regulations, who gets elected and how the public views issues. Businesses lobby, issue public statements, join coalitions and influence employees’ political engagement. It also pointed out that businesses, and business executives are also a significant source of money in politics. In the US, they account for roughly 60 percent of political contributions and fuel some of the largest “dark money” groups. Are business and politics strange bedfellows or are they inevitable allies? Former South Africa finance minister Nhlanhla Nene stressed that business and politics can never be strange bedfellows but are inseparable twins. But how the twins live side-by-side is something that is peculiar to the historical circumstances of each nation. He quoted John Meynard Keynes who said that “economic prosperity is excessively dependent on a political and social atmosphere which is congenial to the average businessman.” Nene said that business activity takes place within, and ought to be rooted in a constitutional and political context. Business therefore depends on the legislative and regulatory activities of governments for its prosperity. We can therefore understand the local business community’s keen interest not only in the proposed constitutional amendments but also in the recent awarding by the Commission on Elections of an P18-billion contract for the supply of automated vote counting machines for the 2025 midterm elections to South Korean company Miru Systems and its joint venture partners. These machines are an integral part of the electoral process that will choose the country’s next leaders after all; the leaders who can significantly influence the environment in which businesses operate. The new machines will replace the 97,000 vote counting machines procured from Smartmatic Corp. After 15 years of providing the Comelec with automated voting machines, Smartmatic was not allowed to participate in the FASTrAC project, due to controversies. FASTrac stands for Full Automation System with Transparency Audit/Count. But Smartmatic, in a statement, said that in its 23-year history, it has never been indicted in the US or any other country in connection with any election-related contract. But Miru is not free from criticisms too. According to Comelec chair George Garcia, the special bids and awards committee was aware of allegations of malfunctioning voting machines allegedly involving Miru in past elections in other countries such as in  the Democratic Republic of the Congo. The South Korean company had denied allegations, saying its electoral systems are of international standard. Just the same, observers in the business community were surprised with the speed at which the bidding process played out. From the disqualification of Smartmatic to the awarding of the contract to Miru Systems in just a little over two months, one gets an unsettling sense of an accelerated, abbreviated timeline. Something just doesn’t feel right considering that Miru’s equipment is still in the prototype stage, as revealed in a recent hearing at the House. While Comelec said it conducted end-to-end testing of the prototype machines of Miru, the Election Automation Law of 2007 or Republic Act 9369 mandates the use of tested technology in electoral systems or those used in a prior electoral exercise, so one can help but wonder what this rashness is all about. Philippine democracy deserves better than to be treated as a lab rat for untested technology. The selection of Miru Systems, despite its technical shortcomings, only fuels suspicion and erodes public trust in the electoral system. For comments, email at [email protected]"
1,"Unsay nakaingon niining tanan? Subrang ambisyon. Ang uban kanato nagdali nga ma-realized ang ambisyon, ug mo-short cut sa mga paagi pag-attain sa ambisyon. Dili man dautan ang ambisyon. Ang tawo nga walay ambisyon, dili modamgo, walay aspiration sa kinabuhi, ang maong tawo, patay. Usa ka maalamon nagkanayon:  When you can no longer dream, you are old; when you have no more dreams, you die  Mao ba? Dili na ba mo-damgo kitang mga senior citizens? Padayon: Dreaming keeps us young and alive. Dreams fill us with hopeful expectation affording us a reason to live.  Atong gi-relate ang dreams with ambition. So, keep dreaming, keep pursuing your ambition. Hinuon, usahay, mo-come in ang greed nga maoy makahatag og dautang ingredients sa atong ambisyon, nga ini'g creep in nganhi sa atong galamhan, mo-lead kini ngadto sa corruption. Busa, giingon dinhi, to lessen or to stop corruption, moderate your greed. Lisud no? Anyway, unsa man gyud ning ambition? Tubag sa internet:  It is an earnest desire for some type of achievement or distinction, as power, honor, fame, or wealth, and the willingness to strive for its attainment. Ug nia:  Too much ambition caused him to be disliked by his colleagues. the object, state, or result desired or sought after: The crown was his ambition.  Taas kaayo ang ambisyon, buot kab-uton ang langit, ug mahimo nang desire for personal advancement. Kining kaguliyang karon sa politika, although this is normal in Philippine politics, kay dili man gayud magkasinabot kitang mga Pinoy, maka-apektar man gud sa pang-alagad lungsodnon. Ug ang lungsod maoy ma-hostage, mapasagdan. Is politics really dirty? Game of the devil kuno. Ang internet nagkanayon:  In everyday life, the term ""politics"" refers to the way that countries are governed, and to the ways that governments make rules and laws to manage the human society properly.  Timan-i: to manage the human society properly. Are we managed properly? Dugang pa:  Politics is the art of government, the exercise of control within the society through the making and enforcement of collective decisions. Ang thesaurus nagkanayon:  Politics is the art of government, administration of public affairs; statesmanship.  Per se, dili dirty ang politika. Gihugaw-hugawan lang kini sa mga politiko (of course, dili ang tanan). Politician. A professional in party politics; office seeker; campaigner, public servant, legislator, statesman. So, both the words  politics  ug  politician, dili dirty. * * * Magpalain ta. Sige gihapon ka g panigarilyo? Niay nasindolan nakong article gikan sa mga clippings, giulohan  Say no to tobacco, four our children s sake,  May 31, 2000, The Philippine Star. Dugay na, apan, relevant ug applicable gihapon kini karon, kay daghan man gihapon karon ang manigarilyo, lakip ang kababayen-an ug kabataan. Giingon dinhi, nga bisan kon nasayod naasayod kita sa dautang epekto sa pagpanabako, nagpadayon ang pagdaghan sa mga smokers. To date, there are about 1.1 billion smokers in the world.  Mga 82% niini kanila nagpuyo sa kabus o middle-income countries. Dinhi sa ato, ang DOH mibutyag nga sa matag tulo ka adult Pilipino, usa niini smokes. Ug  at least 20,000 Filipinos die every year due to smoking-related diseases. Worldwide, a person dies every second from tobacco."
1,"Malayo pa naman ang susunod na halalan, pero parang nga­yon pa lang mainit na ang mga nagiging usapin sa pulitika sa bansa. Matindi ang isyung binabato ni dating Pangulong Digong Duterte kay Pangulong Bongbong Marcos, na inakusahan niyang­ adik. Bagama’t dati na itong nabanggit ng dating Pangulo bago pa man ang kampanya sa nakalipas na halalan, ngayon nga ay muli itong binuhay. Linggo nang banggitin ni Digong na alkalde pa lamang siya ng Davao ay nakita na niya ang pangalan ni PBBM sa drug watch list. May hawak pa umano siyang papel at may ebidensiya. Kahapon naman binutata ng Philippine Drug Enforcement Agency (PDEA) ang akusasyon ng dating Pangulo at tiniyak na kailanman ay hindi nakasama sa drug watchlist ang pangalan ng Pangulong Bongbong. Hindi pa yan, binanggit pa ng PDEA na maging sa narco list na inilabas mismo ng adminis­trasyong Duterte noong nanunungkulan ito ay wala ang pangalan ni Marcos. Bilang  tugon naman ni PBBM, sinabi nito na dapat maalagaan ng kanyang mga manggagamot ang kalusugan ng dating  Pangulo. Baka umeepekto na ang side effects ng ‘fentanyl’ sa kalusugan nito. Isa umanong highly addictive at may seryosong side effects ang   naturang gamot kung kaya  nagkakaganyan umano ang dating pangulo. Yan ang mainit na isyu na bumabangon ngayon sa pagitan  ng dati at kasalukuyang Pangulo ng bansa. Sa kabilang banda, tuloy pa rin ang masasabing isyu naman sa pagitan ng dalawang Kapulungan ng Kongreso. Ang  Senado at Kamara , dahil naman sa  isyu ng Charter Change (Chacha). Hindi nga ba’t sinasabing ang Mababang Kapulungan ng Kongreso ang promotor sa pagkalap ng pirma para sa People’s Initiative (PI) para sa Chacha. Sa panig ng Senado, isang reslusyon ang  pinirmahan ng lahat ng mga senador na kumokontra sa PI. May inihahanda ding pagdinig ukol dito ang Senado, na ayon naman sa Kamara ay hindi nila dadaluhan, bagamat may imbitasyon sila dito. Naniniwala ang ilang Kongresista na  ang PI ay karapatan ng taumbayan alinsunod sa Saligang Batas. Wala rin umano silang planong buwagin ang Senado sa isinusulong na reporma sa Konstitusyon. O hindi ba, parang teleserye na naman ang kalagayan ng politika sa bansa, na inabaangan kung ang mga kasunod na mga ‘ pasabog’. Malayu-layu pa ang susunod na halalan, pero parang ang tinutumbok ng ganitong mga iringan eh patungo na nga doon. Sinong mananaig, sinong magtatagumpay, sino ang paniniwalaan ng taumbayan, yan ang mga dapat na abangan."
1,"CEBU, Philippines —  Gisubay karon sa kapolisan sa Police Station 3 sa Lapu-Lapu City Police Office ang tanang anggulo sa pagpusil patay kang Christopher Ceniza, 49-anyos, market consultant sa kagamhanan sa Siyudad sa Lapu-Lapu ug tigpangolekto sa arkabala sa mga ambulant vendor sa merkado. Lakip sa gisubay nga anggulo mao ang kabahin sa personal, politika tungod kay ang asawa niini napiling konsehal sa Barangay Pajo sa maong siyudad ug sa trabaho. Ang biktima gipusil kini sa riding in tandem samtang nihimo sa iyang trabaho diha sa merkado sa maong siyudad niadtong Martes sa gabii. Si Ceniza kinsa nakaangkon og upat ka samad pinusila sa iyang likod ang patay na nga nadangat sa tambalanan. Ang kapolisan padayon karon sa pagkuha og mga footage sa closed circuit television (CCTV) camera diha sa lugar aron mailhan ang kriminal. Gituohan sa kapolisan nga planado ang pagpatay kang Ceniza kinsa niadtong higayona mao ang nangunay sa pagpangolekta og abang ngadto sa mga vendor. Gituohan usab nga naghuwat ang mga kriminal diha sa lugar. Si Mayor Junard “Ahong” Chan, padayon usab nga nanawagan karon og hustisya  sa kamatayon ni Ceniza. — BDB (BANATNEWS)"
1,"MABUTI at pinayagan nang makapagpiyansa si dating Senadora Leila de Lima matapos ang pitong taong pagdurusa sa bilangguan dahil sa kasong itinuturing ng iba na hinabi nang maruming politika. Ngunit hindi pa tapos ang laban niya dahil wala pang promulgasyon sa kasong nakasampa sa kanya. Hindi perpekto si De Lima subalit naniniwala akong tapat siya sa sinumpaan tungkulin bilang opisyal na inihalal ng taumbayan. Marami ang naniniwala na siya ay biktima ng pulitikang labis ang karumihan. Marami ang may katanungan: kung matibay ang mga kasong isinampa laban sa kanya,  bakit mabagal ang pagbaba ng hatol? Sa paningin ng iba, mukhang sinasadya na pagdusahin nang matagal sa piitan ang dating senadora. Sana, bilisan ang pag-ikot ng gulong ng hustisya para maibaba na ang karampatang hatol kay De Lima na may kinalaman sa ilegal na droga. Lubhang napakatagal na ng pitong taon para pagdusahin ang isang taong kumalaban sa administrasyong nagsakdal sa kanya. Si De Lima ay mortal na kalaban ni dating Presidente Duterte kahit noong ang huli ay mayor pa ng Davao City. Bilang isang human rights advocate, inupakan ni De Lima ang mga summary executions na nangyayari sa Davao. Sa pananaw ng marami, hindi lang biktima ng marungis na pulitika si De Lima kundi ng naantalang paggagawad ng hustisya na katumbas ng katarungang ipinagkait. “Justice delayed, is justice denied” sabi nga ni yumaong President Ramon Magsaysay. Nauna nang pinawalang sala si De Lima sa ibang kasong isinampa laban sa kanya at ang natitira na lamang ay ang tungkol sa droga. Harinawang ilabas na ng hukuman ang hatol nito para huwag maitanim sa isipan ng mamamayan na ang hustisya sa bansa ay maaaring paikutin ng mga nasa kapangyarihan. Wala na sa poder si Duterte at si Presidente Bongbong Marcos na ang namumuno sa bansa. Inaasahan natin na ang gulong ng katarungan ay iikot na nang tama."
1,NAKAPANININDIG balahibo ang ginagawang kabarubalan ng mga dating magkakakampi na na­ging mahigpit na magkakalabang pulitiko ngayon. Tama ang kasabihang “There is no permanent allies and friends in politics. Hmmm! Maliwanag pa sa sikat ng araw ang dahilan kung bakit sinibak sa pagiging deputy speakers ng Kongreso si dating Pres. Gloria M. Arroyo na ngayon ay Pampanga representative at Davao 3rd district Congressman Isidro Ungab—malapit sila kay VP Sara Duterte. Gigil at walang puknat na benggahan ang resulta kasunod ng planong sulutin si House Speaker Martin Romualdez sa unang sigwada pa lamang ng administrasyon ni PBBM. Malinaw na ang BBM-Sara UniTeam ay para sa pansari­ling interes lamang ng mga walang sawa sa kapangyarihan. Nakakaadik pala ‘yun? Binubugbog ng mga propagandista ang isyu ng bangayan nina ACT Teacher party-list Rep. France Castro at ex-Pres. Digong Duterte patungkol sa diumano’y unexplained confidential fund ni VP Sara na nauwi pa sa demandahan dahil sa pagbabanta raw ni Digong sa buhay ni France. Natutuwa tiyak si Trillanes. Hehehe! Tiyak na ikinatutuwa ng makakalaban nilang mga aspiranteng tatakbong Presidente sa 2028 ang mga nangyayari. Divide and rule!
1,"There should be no more politics after death. Both Ninoy Aquino and Ferdinand Marcos Sr. are long gone into the Great Beyond. There are no more hatreds in their hearts. They were fraternity brothers in UP, after all. And both of them used to belong to the Liberal Party until events and circumstances divided them and fragmented their respective followers. Yesterday and today, the Marcoses and the Romualdez clans, as well as the pro-Marcoses majority of traditional politicians all troop to the Libingan Ng Mga Bayani near Fort Bonifacio to honor the memory of the late President Ferdinand E. Marcos Sr. The Aquinos and the Cory wing of the Cojuangco clan, as well as pro-opposition politicians and former cabinet members all gather together inside the Manila Memorial Park in Paranaque to pay respect to the iconic Senator Ninoy Aquino, and two late presidents: Cory and Noynoy. Even in death, the Filipinos are divided. The burial sites and the crowds around them indicate that the Filipinos are divided not only by politics, ideology and core principles. We are divided by the hatred and spite that continue to bedevil our hearts. There is no more politics after death but the living continue to be fragmented because they are divided by political loyalties and affiliations. My wife is from Nueva Ecija and she has always been pro-Ninoy since 1983 when the senator was murdered during the Marcos One administration. My wife was a rabid demonstrators and I silently and surreptitiously supported her because I was then connected with the government-owned and controlled PNOC and Petron. During the EDSA revolt, the two of us were in the corner of Ortigas and EDSA near what is now the Blas F. Ople Building that houses the POEA and the Department of Migrant Workers, when it was announced that the Marcoses fled Malacañang Palace and were flown by the US embassy to Hawaii instead of Paoay. We were also outside the airport terminal on August 21, 1983, when then senator Doy Laurel tearfully announced to the people that Ninoy Aquino was dead on the tarmac. When president Marcos Sr. died in Hawaii on September 28, 1989, my wife and I happened to be in Honolulu visiting my parents. My father was a US veteran in the second World War and he was granted American citizenship with my mother and my youngest brother who was below 18 years of age. I dared to visit the wake with my young kids way up there in Makiki Heights where his remains lay in state. I paid my respect because in 1977, Marcos Sr. appointed me Labor Arbiter, although his Martial Law regime caused my arrest and detention in 1972 as a student leader and demonstrator. I opted to go and visit him in Makiki to the great consternation and dismay of my wife. I wanted to show to my young kids that after death, there is no more politics. After death, we have to bury the hatchet and forgive each other’s excesses and deficiencies. After death, we should reconcile and set aside every thing that divides us. My wife could not be persuaded. Then, sometime in the 1990s, when my wife and I were on a European tour, we were in Milan and went inside a shop for neckties, belts and other men's accessories. Lo, and behold, I met the young BBM with his petite lawyer-wife and I made sure I had a picture with him. My wife did not talk to me the rest of that day. Last elections, my wife and I were active in the Leni campaign. We lost although we could not comprehend until now how and to what extent really. But we accept the will of the people, which is also the will of God. We do not carry rancor in our hearts. As Filipinos, we only have one country and its president happens to be BBM. And so, in honoring both FM Sr. and Ninoy, as well as Cory and Noynoy, we pray to the Lord to remove all pains from our hearts and lead us to move on as one people, one nation."
1,"Compared to nearby Negros Oriental, politics in Cebu is experiencing so much serenity to the level of being boring. Nothing earthshaking is going to happen. Most elections will be uneventful because in many barangays, there are no opponents. In most villages, the results are already foregone conclusions. Whoever the trapos endorse, the people follow. Of course, there are pockets of tremors in some villages but there will be no blood or fireworks on election day. Cebu is strong, sound, and silent under the Dragon Lady from Dumanjug and Barili, Governor Gwen. There is no opposition and if there is one or two, they are never heard or seen. To me, this can be both good and bad. Good because One Cebu means power in united action, synergy, teamsmanship, alliance, and cooperation. But it can be bad too because there is no check and balance. But anyway, this is an LGU and not the Senate or the House. The province needs unity under a decisive, bold, and daring leader who, many events have proven in the past, cannot be bullied by Imperial Manila. Cebu Province comprises one big main island and 167 smaller islands including Mactan, Bantayan, Malapascua, Olango, and Camotes Islands. It has three chartered cities; Cebu, Mandaue, and Lapu-Lapu, and six component cities; Talisay, Carcar, Naga, Bogo, Toledo, and Danao and 44 municipalities. There are seven congressional districts, two districts in Cebu City and one each for Lapu-Lapu and Mandaue. Cebu has 11 representatives in the House. They are so peace-loving that we never heard any of them making waves in Congress like how the late deputy speaker Pablo Garcia used to regale us with amazing speeches and commendable expertise in parliamentary rules and procedures. Cebu is quiet and the congressmen are all silent. Cebu’s 1st District, the biggest in population and the highest in income, is represented by a young lady, Rhea Mae Gullas, first termer and wife of Talisay City Mayor Samsam Gullas. It has a population of 809,335 and comprises the cities of Talisay, Carcar, and Naga and the towns of Sibonga, San Fernando and Minglanilla. The 2nd District, with a population of 257,658 is represented by a multi-millionaire contractor and businessman, also a first-termer, Edsel Galeos from Argao. I call this district ADABOSS for its constituent towns of Argao, Dalaguete, Alcoy, Boljoon, Oslob, Santander and Samboan. The 3rd District is represented by the younger brother of the governor, a multi-termer, Bar topnotcher Pablo John Garcia. It has a population of 616,326 and covers Toledo City and the towns of Aloguinsan, Asturias, Balamban, Barili, Pinamungajan, and Tuburan. The 4th District is represented by Janice Salimbangon, the widow of a former congressman representing the same district. With a population of 540,814, it covers Bogo City and the towns of Bantayan, Daanbantayan, Madridejos, Medellin, San Remigio, Santa Fe, Tabogon, and Tabuelan. The governor's favorite son-in-law, Duke Frasco, husband of the Tourism Secretary Christina, represents the 5th District, which used to be the impregnable Durano Empire. With a population of 643,946, it comprises Danao City and the towns of Borbon, Carmen, Catmon, Compostela, Liloan, Pilar, Poro, San Francisco, Sogod, and Tudela. Daphne Lagon, wife of a party-list congressman, represents the small constituency of the 6th District comprising only the small town of Consolacion and the smaller town of Cordova which are not even contiguous to each other. It has a small population of 218,607 after Mandaue City became an independent city. This is the best example of gerrymandering."
